accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9867172675521821,0.9310344827586207,0.7605633802816901,0.8372093023255814,Validation,0.15,0.79
0.9845034788108792,0.8394160583941606,0.8098591549295775,0.8243727598566308,Test,0.15,0.79
