Model,Imbalance method,Accuracy,Fraud Precision,Fraud Recall,Fraud F1,Macro F1,ROC-AUC,PR-AUC,Inference time (s),Notes
BERT + SMOTE,None,0.9899328859060402,0.9254658385093167,0.861271676300578,0.8922155688622755,0.9434677140292604,0.982999529486903,0.9148650282071144,37.04048540000076,run=smote; thr=0.0100; best_epoch=5
