threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.01,0.9523809523809523,0.8695652173913043,0.9090909090909091,3,9,1359,60,0.9523476523476524,0.9916142557651991
0.02,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.03,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.04,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.05,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.06,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.07,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.08,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.09,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.1,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.11,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.12,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.13,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.14,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.15,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.16,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.17,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
0.18,0.9516129032258065,0.855072463768116,0.9007633587786259,3,10,1359,59,0.9480015988327403,0.9909154437456325
