threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.9655172413793104,0.7850467289719626,0.865979381443299,3,23,2261,84,0.9301312914252555,0.9890341628005062
0.1,0.9761904761904762,0.7663551401869159,0.8586387434554974,2,25,2262,82,0.9263529907125871,0.9886123998312948
0.15,0.9879518072289156,0.7663551401869159,0.8631578947368421,1,25,2263,82,0.9287230598464526,0.9890341628005062
0.2,0.9878048780487805,0.7570093457943925,0.8571428571428571,1,26,2263,81,0.9256063506008597,0.9886123998312948
0.25,0.9878048780487805,0.7570093457943925,0.8571428571428571,1,26,2263,81,0.9256063506008597,0.9886123998312948
0.3,0.9878048780487805,0.7570093457943925,0.8571428571428571,1,26,2263,81,0.9256063506008597,0.9886123998312948
0.35,0.9876543209876543,0.7476635514018691,0.851063829787234,1,27,2263,80,0.9224576944280922,0.9881906368620835
0.4,0.9875,0.7383177570093458,0.8449197860962567,1,28,2263,79,0.919276578009709,0.9877688738928722
0.45,0.9875,0.7383177570093458,0.8449197860962567,1,28,2263,79,0.919276578009709,0.9877688738928722
0.5,0.9875,0.7383177570093458,0.8449197860962567,1,28,2263,79,0.919276578009709,0.9877688738928722
0.55,0.987012987012987,0.7102803738317757,0.8260869565217391,1,31,2263,76,0.9095331667207204,0.9865035849852383
0.6,0.987012987012987,0.7102803738317757,0.8260869565217391,1,31,2263,76,0.9095331667207204,0.9865035849852383
0.65,0.987012987012987,0.7102803738317757,0.8260869565217391,1,31,2263,76,0.9095331667207204,0.9865035849852383
0.7,0.9868421052631579,0.7009345794392523,0.819672131147541,1,32,2263,75,0.9062168508336959,0.986081822016027
0.75,0.9863013698630136,0.6728971962616822,0.8,1,35,2263,72,0.8960543621218764,0.9848165331083931
0.8,0.9861111111111112,0.6635514018691588,0.7932960893854749,1,36,2263,71,0.8925936944845411,0.9843947701391818
0.85,0.9855072463768116,0.6355140186915887,0.7727272727272727,1,39,2263,68,0.8819834348743678,0.9831294812315479
0.9,0.9852941176470589,0.6261682242990654,0.7657142857142857,1,40,2263,67,0.8783684194062998,0.9827077182623366
0.95,0.9852941176470589,0.6261682242990654,0.7657142857142857,1,40,2263,67,0.8783684194062998,0.9827077182623366
