threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.7870370370370371,0.794392523364486,0.7906976744186046,23,22,2241,85,0.890378658282861,0.9810206663854913
0.1,0.8,0.7476635514018691,0.7729468599033816,20,27,2244,80,0.8812915115393425,0.9801771404470687
0.15,0.8315789473684211,0.7383177570093458,0.7821782178217822,16,28,2248,79,0.8862432939329175,0.9814424293547026
0.2,0.8315789473684211,0.7383177570093458,0.7821782178217822,16,28,2248,79,0.8862432939329175,0.9814424293547026
0.25,0.8494623655913979,0.7383177570093458,0.79,14,28,2250,79,0.8903764861294584,0.9822859552931252
0.3,0.8494623655913979,0.7383177570093458,0.79,14,28,2250,79,0.8903764861294584,0.9822859552931252
0.35,0.8494623655913979,0.7383177570093458,0.79,14,28,2250,79,0.8903764861294584,0.9822859552931252
0.4,0.8586956521739131,0.7383177570093458,0.7939698492462312,13,28,2251,79,0.892472487907289,0.9827077182623366
0.45,0.8681318681318682,0.7383177570093458,0.797979797979798,12,28,2252,79,0.8945884905391948,0.9831294812315479
0.5,0.8681318681318682,0.7383177570093458,0.797979797979798,12,28,2252,79,0.8945884905391948,0.9831294812315479
0.55,0.8666666666666667,0.7289719626168224,0.7918781725888325,12,29,2252,78,0.8914286352493117,0.9827077182623366
0.6,0.8666666666666667,0.7289719626168224,0.7918781725888325,12,29,2252,78,0.8914286352493117,0.9827077182623366
0.65,0.8666666666666667,0.7289719626168224,0.7918781725888325,12,29,2252,78,0.8914286352493117,0.9827077182623366
0.7,0.8764044943820225,0.7289719626168224,0.7959183673469388,11,29,2253,78,0.893559711610117,0.9831294812315479
0.75,0.8863636363636364,0.7289719626168224,0.8,10,29,2254,78,0.8957114581042446,0.9835512442007591
0.8,0.8850574712643678,0.719626168224299,0.7938144329896907,10,30,2254,77,0.8925096791157776,0.9831294812315479
0.85,0.8850574712643678,0.719626168224299,0.7938144329896907,10,30,2254,77,0.8925096791157776,0.9831294812315479
0.9,0.8850574712643678,0.719626168224299,0.7938144329896907,10,30,2254,77,0.8925096791157776,0.9831294812315479
0.95,0.9058823529411765,0.719626168224299,0.8020833333333334,8,30,2256,77,0.8968658424908424,0.9839730071699705
