accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9721695129664769,0.6451612903225806,0.8450704225352113,0.7317073170731707,Validation,0.45,0.95
0.9693232131562303,0.631578947368421,0.7605633802816901,0.6900958466453674,Test,0.45,0.95
