threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8829787234042553,0.7757009345794392,0.8258706467661692,11,24,2253,83,0.9090815466819174,0.9852382960776044
0.1,0.8829787234042553,0.7757009345794392,0.8258706467661692,11,24,2253,83,0.9090815466819174,0.9852382960776044
0.15,0.8901098901098901,0.7570093457943925,0.8181818181818182,10,26,2254,81,0.9051296414852753,0.9848165331083931
0.2,0.8888888888888888,0.7476635514018691,0.8121827411167513,10,27,2254,80,0.9020209635176716,0.9843947701391818
0.25,0.8888888888888888,0.7476635514018691,0.8121827411167513,10,27,2254,80,0.9020209635176716,0.9843947701391818
0.3,0.898876404494382,0.7476635514018691,0.8163265306122449,9,27,2255,80,0.9042037404491052,0.9848165331083931
0.35,0.898876404494382,0.7476635514018691,0.8163265306122449,9,27,2255,80,0.9042037404491052,0.9848165331083931
0.4,0.898876404494382,0.7476635514018691,0.8163265306122449,9,27,2255,80,0.9042037404491052,0.9848165331083931
0.45,0.8977272727272727,0.7383177570093458,0.8102564102564103,9,28,2255,79,0.901059588457873,0.9843947701391818
0.5,0.8977272727272727,0.7383177570093458,0.8102564102564103,9,28,2255,79,0.901059588457873,0.9843947701391818
0.55,0.8977272727272727,0.7383177570093458,0.8102564102564103,9,28,2255,79,0.901059588457873,0.9843947701391818
0.6,0.896551724137931,0.7289719626168224,0.8041237113402062,9,29,2255,78,0.8978841951599887,0.9839730071699705
0.65,0.896551724137931,0.7289719626168224,0.8041237113402062,9,29,2255,78,0.8978841951599887,0.9839730071699705
0.7,0.8953488372093024,0.719626168224299,0.7979274611398963,9,30,2255,77,0.8946770741619464,0.9835512442007591
0.75,0.8953488372093024,0.719626168224299,0.7979274611398963,9,30,2255,77,0.8946770741619464,0.9835512442007591
0.8,0.8953488372093024,0.719626168224299,0.7979274611398963,9,30,2255,77,0.8946770741619464,0.9835512442007591
0.85,0.8928571428571429,0.7009345794392523,0.7853403141361257,9,32,2255,75,0.8881656525635584,0.9827077182623366
0.9,0.9135802469135802,0.6915887850467289,0.7872340425531915,7,33,2257,74,0.8892252777544174,0.9831294812315479
0.95,0.9125,0.6822429906542056,0.7807486631016043,7,34,2257,73,0.8858737827033818,0.9827077182623366
