Model,Imbalance method,Accuracy,Fraud Precision,Fraud Recall,Fraud F1,Macro F1,ROC-AUC,PR-AUC,Inference time (s),Notes
BERT,,0.983558178752108,0.8617021276595744,0.7570093457943925,0.8059701492537313,0.8986927567752259,0.9780260361865856,0.8708195005192284,11.097044100002677,run=bert_no_class_weight; thr=0.0500; best_epoch=3
BERT,Class weight,0.9844013490725126,0.8301886792452831,0.822429906542056,0.8262910798122066,0.9090625560173371,0.9684017247426295,0.794218431050445,11.170126100005291,run=bert_class_weighted; thr=0.1000; best_epoch=5
