accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9105145413870246,0.3459915611814346,0.9425287356321839,0.5061728395061729,Validation,0.19,0.91
0.9175055928411633,0.3613636363636364,0.9190751445086706,0.5187601957585645,Test,0.19,0.91
