threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.7612903225806451,0.9076923076923077,0.8280701754385965,37,12,2515,118,0.9092113035098082,0.9817300521998509
0.1,0.8027210884353742,0.9076923076923077,0.851985559566787,29,12,2523,118,0.9219628996968985,0.9847129008202834
0.15,0.8111888111888111,0.8923076923076924,0.8498168498168498,27,14,2525,116,0.9208817110997429,0.9847129008202834
0.2,0.8273381294964028,0.8846153846153846,0.8550185873605948,24,15,2528,115,0.9236820120316223,0.9854586129753915
0.25,0.8321167883211679,0.8769230769230769,0.8539325842696629,23,16,2529,114,0.9231405122643194,0.9854586129753915
0.3,0.8321167883211679,0.8769230769230769,0.8539325842696629,23,16,2529,114,0.9231405122643194,0.9854586129753915
0.35,0.8321167883211679,0.8769230769230769,0.8539325842696629,23,16,2529,114,0.9231405122643194,0.9854586129753915
0.4,0.8382352941176471,0.8769230769230769,0.8571428571428571,22,16,2530,114,0.9248444768256459,0.9858314690529456
0.45,0.8507462686567164,0.8769230769230769,0.8636363636363636,20,16,2532,114,0.9282887700534759,0.9865771812080537
0.5,0.8507462686567164,0.8769230769230769,0.8636363636363636,20,16,2532,114,0.9282887700534759,0.9865771812080537
0.55,0.8636363636363636,0.8769230769230769,0.8702290076335878,18,16,2534,114,0.9317824771605807,0.9873228933631618
0.6,0.8636363636363636,0.8769230769230769,0.8702290076335878,18,16,2534,114,0.9317824771605807,0.9873228933631618
0.65,0.8702290076335878,0.8769230769230769,0.8735632183908046,17,16,2535,114,0.9335482170731213,0.9876957494407159
0.7,0.8702290076335878,0.8769230769230769,0.8735632183908046,17,16,2535,114,0.9335482170731213,0.9876957494407159
0.75,0.875968992248062,0.8692307692307693,0.8725868725868726,16,17,2536,113,0.9330613109261494,0.9876957494407159
0.8,0.8809523809523809,0.8538461538461538,0.8671875,15,19,2537,111,0.9302656372357088,0.9873228933631618
0.85,0.8870967741935484,0.8461538461538461,0.8661417322834646,14,20,2538,110,0.929744055965607,0.9873228933631618
0.9,0.8943089430894309,0.8461538461538461,0.8695652173913043,13,20,2539,110,0.9315542776449772,0.9876957494407159
0.95,0.9016393442622951,0.8461538461538461,0.873015873015873,12,20,2540,110,0.9333780460541024,0.9880686055182699
