accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9829222011385199,0.775,0.8732394366197183,0.8211920529801324,Validation,0.15,0.77
0.9822896900695762,0.8028169014084507,0.8028169014084507,0.8028169014084507,Test,0.15,0.77
