threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8378378378378378,0.8691588785046729,0.8532110091743119,18,14,2246,93,0.9230688113952903,0.9865035849852383
0.1,0.8454545454545455,0.8691588785046729,0.8571428571428571,17,14,2247,93,0.9251460142067877,0.9869253479544496
0.15,0.8518518518518519,0.8598130841121495,0.8558139534883721,16,15,2248,92,0.9244830757059709,0.9869253479544496
0.2,0.8679245283018868,0.8598130841121495,0.863849765258216,14,15,2250,92,0.9287232928741952,0.9877688738928722
0.25,0.8679245283018868,0.8598130841121495,0.863849765258216,14,15,2250,92,0.9287232928741952,0.9877688738928722
0.3,0.8679245283018868,0.8598130841121495,0.863849765258216,14,15,2250,92,0.9287232928741952,0.9877688738928722
0.35,0.8679245283018868,0.8598130841121495,0.863849765258216,14,15,2250,92,0.9287232928741952,0.9877688738928722
0.4,0.8666666666666667,0.8504672897196262,0.8584905660377359,14,16,2250,91,0.9259340247407222,0.9873471109236609
0.45,0.8666666666666667,0.8504672897196262,0.8584905660377359,14,16,2250,91,0.9259340247407222,0.9873471109236609
0.5,0.8666666666666667,0.8504672897196262,0.8584905660377359,14,16,2250,91,0.9259340247407222,0.9873471109236609
0.55,0.8653846153846154,0.8411214953271028,0.8530805687203792,14,17,2250,90,0.923119405966899,0.9869253479544496
0.6,0.8640776699029126,0.8317757009345794,0.8476190476190476,14,18,2250,89,0.9202790736771319,0.9865035849852383
0.65,0.8640776699029126,0.8317757009345794,0.8476190476190476,14,18,2250,89,0.9202790736771319,0.9865035849852383
0.7,0.8640776699029126,0.8317757009345794,0.8476190476190476,14,18,2250,89,0.9202790736771319,0.9865035849852383
0.75,0.8725490196078431,0.8317757009345794,0.8516746411483254,13,18,2251,89,0.9224179515029074,0.9869253479544496
0.8,0.8811881188118812,0.8317757009345794,0.8557692307692307,12,18,2252,89,0.924576278375352,0.9873471109236609
0.85,0.8811881188118812,0.8317757009345794,0.8557692307692307,12,18,2252,89,0.924576278375352,0.9873471109236609
0.9,0.89,0.8317757009345794,0.8599033816425121,11,18,2253,89,0.9267543369072538,0.9877688738928722
0.95,0.898989898989899,0.8317757009345794,0.8640776699029126,10,18,2254,89,0.9289524151983699,0.9881906368620835
