accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9361163820366857,0.40131578947368424,0.8591549295774648,0.547085201793722,Validation,0.19,0.95
0.9339025932953827,0.39365079365079364,0.8732394366197183,0.5426695842450766,Test,0.19,0.95
