accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9725950782997763,0.7261904761904762,0.7011494252873564,0.7134502923976608,Validation,0.31,0.81
0.9790268456375839,0.7816091954022989,0.7861271676300579,0.7838616714697406,Test,0.31,0.81
