threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8494623655913979,0.7383177570093458,0.79,14,28,2250,79,0.8903764861294584,0.9822859552931252
0.1,0.8735632183908046,0.7102803738317757,0.7835051546391752,11,31,2253,76,0.8871351630715665,0.9822859552931252
0.15,0.8941176470588236,0.7102803738317757,0.7916666666666666,9,31,2255,76,0.8914377289377289,0.9831294812315479
0.2,0.8928571428571429,0.7009345794392523,0.7853403141361257,9,32,2255,75,0.8881656525635584,0.9827077182623366
0.25,0.8928571428571429,0.7009345794392523,0.7853403141361257,9,32,2255,75,0.8881656525635584,0.9827077182623366
0.3,0.8928571428571429,0.7009345794392523,0.7853403141361257,9,32,2255,75,0.8881656525635584,0.9827077182623366
0.35,0.9036144578313253,0.7009345794392523,0.7894736842105263,8,32,2256,75,0.8903431689945426,0.9831294812315479
0.4,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.45,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.5,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.55,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.6,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.65,0.9135802469135802,0.6915887850467289,0.7872340425531915,7,33,2257,74,0.8892252777544174,0.9831294812315479
0.7,0.9125,0.6822429906542056,0.7807486631016043,7,34,2257,73,0.8858737827033818,0.9827077182623366
0.75,0.9125,0.6822429906542056,0.7807486631016043,7,34,2257,73,0.8858737827033818,0.9827077182623366
0.8,0.9125,0.6822429906542056,0.7807486631016043,7,34,2257,73,0.8858737827033818,0.9827077182623366
0.85,0.9125,0.6822429906542056,0.7807486631016043,7,34,2257,73,0.8858737827033818,0.9827077182623366
0.9,0.9230769230769231,0.6728971962616822,0.7783783783783784,6,35,2258,72,0.8846906155661916,0.9827077182623366
0.95,0.9230769230769231,0.6728971962616822,0.7783783783783784,6,35,2258,72,0.8846906155661916,0.9827077182623366
