threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.9285714285714286,0.8504672897196262,0.8878048780487805,7,16,2257,91,0.9413677244552917,0.99029945170814
0.1,0.9278350515463918,0.8411214953271028,0.8823529411764706,7,17,2257,90,0.9385321338760273,0.9898776887389287
0.15,0.9278350515463918,0.8411214953271028,0.8823529411764706,7,17,2257,90,0.9385321338760273,0.9898776887389287
0.2,0.9270833333333334,0.8317757009345794,0.8768472906403941,7,18,2257,89,0.9356697347672118,0.9894559257697174
0.25,0.9368421052631579,0.8317757009345794,0.8811881188118812,6,18,2258,89,0.9379508875997732,0.9898776887389287
0.3,0.9468085106382979,0.8317757009345794,0.8855721393034826,5,18,2259,89,0.9402535878195457,0.99029945170814
0.35,0.9468085106382979,0.8317757009345794,0.8855721393034826,5,18,2259,89,0.9402535878195457,0.99029945170814
0.4,0.9468085106382979,0.8317757009345794,0.8855721393034826,5,18,2259,89,0.9402535878195457,0.99029945170814
0.45,0.9468085106382979,0.8317757009345794,0.8855721393034826,5,18,2259,89,0.9402535878195457,0.99029945170814
0.5,0.956989247311828,0.8317757009345794,0.89,4,18,2260,89,0.9425781594011449,0.9907212146773513
0.55,0.956989247311828,0.8317757009345794,0.89,4,18,2260,89,0.9425781594011449,0.9907212146773513
0.6,0.956989247311828,0.8317757009345794,0.89,4,18,2260,89,0.9425781594011449,0.9907212146773513
0.65,0.967391304347826,0.8317757009345794,0.8944723618090452,3,18,2261,89,0.9449249328305627,0.9911429776465627
0.7,0.978021978021978,0.8317757009345794,0.898989898989899,2,18,2262,89,0.9472942452695974,0.9915647406157739
0.75,0.978021978021978,0.8317757009345794,0.898989898989899,2,18,2262,89,0.9472942452695974,0.9915647406157739
0.8,0.978021978021978,0.8317757009345794,0.898989898989899,2,18,2262,89,0.9472942452695974,0.9915647406157739
0.85,0.9777777777777777,0.822429906542056,0.8934010152284264,2,19,2262,88,0.944390276591111,0.9911429776465627
0.9,0.9777777777777777,0.822429906542056,0.8934010152284264,2,19,2262,88,0.944390276591111,0.9911429776465627
0.95,0.9775280898876404,0.8130841121495327,0.8877551020408163,2,20,2262,87,0.9414578413855643,0.9907212146773513
