accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9791271347248577,0.7375,0.8309859154929577,0.7814569536423841,Validation,0.21,0.95
0.9759645793801391,0.7088607594936709,0.7887323943661971,0.7466666666666667,Test,0.21,0.95
