threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8515625,0.8384615384615385,0.8449612403100775,19,21,2533,109,0.9185636597163391,0.9850857568978374
0.1,0.8582677165354331,0.8384615384615385,0.8482490272373541,18,21,2534,109,0.920306224995219,0.9854586129753915
0.15,0.8650793650793651,0.8384615384615385,0.8515625,17,21,2535,109,0.9220615945575568,0.9858314690529456
0.2,0.872,0.8384615384615385,0.8549019607843137,16,21,2536,109,0.9238299195191876,0.9862043251304996
0.25,0.8861788617886179,0.8384615384615385,0.8616600790513834,14,21,2538,109,0.927406052047703,0.9869500372856077
0.3,0.8934426229508197,0.8384615384615385,0.8650793650793651,13,21,2539,109,0.9292141739324837,0.9873228933631618
0.35,0.9,0.8307692307692308,0.864,12,22,2540,108,0.928675791943684,0.9873228933631618
0.4,0.8983050847457628,0.8153846153846154,0.8548387096774194,12,24,2540,106,0.9239009811092336,0.9865771812080537
0.45,0.8983050847457628,0.8153846153846154,0.8548387096774194,12,24,2540,106,0.9239009811092336,0.9865771812080537
0.5,0.8983050847457628,0.8153846153846154,0.8548387096774194,12,24,2540,106,0.9239009811092336,0.9865771812080537
0.55,0.905982905982906,0.8153846153846154,0.8582995951417004,11,24,2541,106,0.9257298249306314,0.9869500372856077
0.6,0.905982905982906,0.8153846153846154,0.8582995951417004,11,24,2541,106,0.9257298249306314,0.9869500372856077
0.65,0.9051724137931034,0.8076923076923077,0.8536585365853658,11,25,2541,105,0.9233122694650159,0.9865771812080537
0.7,0.9051724137931034,0.8076923076923077,0.8536585365853658,11,25,2541,105,0.9233122694650159,0.9865771812080537
0.75,0.9051724137931034,0.8076923076923077,0.8536585365853658,11,25,2541,105,0.9233122694650159,0.9865771812080537
0.8,0.9210526315789473,0.8076923076923077,0.860655737704918,9,25,2543,105,0.927007556352459,0.9873228933631618
0.85,0.9196428571428571,0.7923076923076923,0.8512396694214877,9,27,2543,103,0.9221055824655271,0.9865771812080537
0.9,0.9196428571428571,0.7923076923076923,0.8512396694214877,9,27,2543,103,0.9221055824655271,0.9865771812080537
0.95,0.9196428571428571,0.7923076923076923,0.8512396694214877,9,27,2543,103,0.9221055824655271,0.9865771812080537
