context,threshold,fraud_precision,fraud_recall,fraud_f1,pr_auc,roc_auc,balanced_accuracy,accuracy
oof_best_threshold,0.7700000000000002,0.73125,0.7048192771084337,0.7177914110429447,0.7853550645466667,0.9668708907178972,0.8463051524667666,0.9750542299349241
