accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.7315436241610739,0.127134724857685,0.7701149425287356,0.2182410423452769,Validation,0.17,0.95
0.756152125279642,0.13171759747102213,0.7225433526011561,0.22281639928698752,Test,0.17,0.95
