threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8850574712643678,0.719626168224299,0.7938144329896907,10,30,2254,77,0.8925096791157776,0.9831294812315479
0.1,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.15,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.2,0.9024390243902439,0.6915887850467289,0.783068783068783,8,33,2256,74,0.8870318657272314,0.9827077182623366
0.25,0.9012345679012346,0.6822429906542056,0.776595744680851,8,34,2256,73,0.8836865416421382,0.9822859552931252
0.3,0.9012345679012346,0.6822429906542056,0.776595744680851,8,34,2256,73,0.8836865416421382,0.9822859552931252
0.35,0.9102564102564102,0.6635514018691588,0.7675675675675676,7,36,2257,71,0.8790657675450302,0.981864192323914
0.4,0.9090909090909091,0.6542056074766355,0.7608695652173914,7,37,2257,70,0.8756081042409906,0.9814424293547026
0.45,0.9324324324324325,0.6448598130841121,0.7624309392265194,5,38,2259,69,0.8765015910778509,0.981864192323914
0.5,0.9315068493150684,0.6355140186915887,0.7555555555555555,5,39,2259,68,0.8729553314822933,0.9814424293547026
0.55,0.9315068493150684,0.6355140186915887,0.7555555555555555,5,39,2259,68,0.8729553314822933,0.9814424293547026
0.6,0.9315068493150684,0.6355140186915887,0.7555555555555555,5,39,2259,68,0.8729553314822933,0.9814424293547026
0.65,0.9315068493150684,0.6355140186915887,0.7555555555555555,5,39,2259,68,0.8729553314822933,0.9814424293547026
0.7,0.9315068493150684,0.6355140186915887,0.7555555555555555,5,39,2259,68,0.8729553314822933,0.9814424293547026
0.75,0.9444444444444444,0.6355140186915887,0.7597765363128491,4,39,2260,68,0.8751764557523045,0.981864192323914
0.8,0.9436619718309859,0.6261682242990654,0.7528089887640449,4,40,2260,67,0.8715841613408305,0.9814424293547026
0.85,0.9436619718309859,0.6261682242990654,0.7528089887640449,4,40,2260,67,0.8715841613408305,0.9814424293547026
0.9,0.9436619718309859,0.6261682242990654,0.7528089887640449,4,40,2260,67,0.8715841613408305,0.9814424293547026
0.95,0.9436619718309859,0.6261682242990654,0.7528089887640449,4,40,2260,67,0.8715841613408305,0.9814424293547026
