accuracy,precision,recall,f1,split,decision_threshold,high_threshold_risk_mapping
0.9512966476913346,0.4727272727272727,0.7323943661971831,0.574585635359116,Validation,0.15,0.95
0.9579380139152435,0.5201793721973094,0.8169014084507042,0.6356164383561644,Test,0.15,0.95
