threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8645833333333334,0.7757009345794392,0.8177339901477833,13,24,2251,83,0.9047912074554735,0.9843947701391818
0.1,0.8723404255319149,0.7663551401869159,0.8159203980099502,12,25,2252,82,0.9038862064923128,0.9843947701391818
0.15,0.9213483146067416,0.7663551401869159,0.8367346938775511,7,25,2257,82,0.9148477692880936,0.9865035849852383
0.2,0.9213483146067416,0.7663551401869159,0.8367346938775511,7,25,2257,82,0.9148477692880936,0.9865035849852383
0.25,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.3,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.35,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.4,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.45,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.5,0.9204545454545454,0.7570093457943925,0.8307692307692308,7,26,2257,81,0.9117558491651301,0.986081822016027
0.55,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.6,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.65,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.7,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.75,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.8,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.85,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.9,0.9195402298850575,0.7476635514018691,0.8247422680412371,7,27,2257,80,0.908633227248411,0.9856600590468156
0.95,0.9186046511627907,0.7383177570093458,0.8186528497409327,7,28,2257,79,0.9054794255299519,0.9852382960776044
