threshold,fraud_precision,fraud_recall,fraud_f1,false_positive,false_negative,tn,tp,macro_f1,accuracy
0.05,0.8484848484848485,0.7850467289719626,0.8155339805825242,15,23,2249,84,0.9035782777692163,0.9839730071699705
0.1,0.8571428571428571,0.7850467289719626,0.8195121951219512,14,23,2250,84,0.9056785132541649,0.9843947701391818
0.15,0.8645833333333334,0.7757009345794392,0.8177339901477833,13,24,2251,83,0.9047912074554735,0.9843947701391818
0.2,0.8736842105263158,0.7757009345794392,0.8217821782178217,12,24,2252,83,0.9069263313996598,0.9848165331083931
0.25,0.8829787234042553,0.7757009345794392,0.8258706467661692,11,24,2253,83,0.9090815466819174,0.9852382960776044
0.3,0.8924731182795699,0.7757009345794392,0.83,10,24,2254,83,0.911257155438133,0.9856600590468156
0.35,0.8924731182795699,0.7757009345794392,0.83,10,24,2254,83,0.911257155438133,0.9856600590468156
0.4,0.8924731182795699,0.7757009345794392,0.83,10,24,2254,83,0.911257155438133,0.9856600590468156
0.45,0.8924731182795699,0.7757009345794392,0.83,10,24,2254,83,0.911257155438133,0.9856600590468156
0.5,0.8924731182795699,0.7757009345794392,0.83,10,24,2254,83,0.911257155438133,0.9856600590468156
0.55,0.9021739130434783,0.7757009345794392,0.8341708542713567,9,24,2255,83,0.9134534658765985,0.986081822016027
0.6,0.9021739130434783,0.7757009345794392,0.8341708542713567,9,24,2255,83,0.9134534658765985,0.986081822016027
0.65,0.9021739130434783,0.7757009345794392,0.8341708542713567,9,24,2255,83,0.9134534658765985,0.986081822016027
0.7,0.9010989010989011,0.7663551401869159,0.8282828282828283,9,25,2255,82,0.9104002169583156,0.9856600590468156
0.75,0.9010989010989011,0.7663551401869159,0.8282828282828283,9,25,2255,82,0.9104002169583156,0.9856600590468156
0.8,0.9,0.7570093457943925,0.8223350253807107,9,26,2255,81,0.9073171276518515,0.9852382960776044
0.85,0.898876404494382,0.7476635514018691,0.8163265306122449,9,27,2255,80,0.9042037404491052,0.9848165331083931
0.9,0.8977272727272727,0.7383177570093458,0.8102564102564103,9,28,2255,79,0.901059588457873,0.9843947701391818
0.95,0.9080459770114943,0.7383177570093458,0.8144329896907216,8,28,2256,79,0.9032587112041999,0.9848165331083931
