condition,model,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,fraud_precision_mean,fraud_precision_std,fraud_recall_mean,fraud_recall_std,fraud_f1_mean,fraud_f1_std,macro_f1_mean,macro_f1_std
C,logistic_regression,0.8730584677291224,0.030801762934930216,0.9818047725681096,0.006048552276826588,0.9824805710677399,0.00480375292525944,0.8527233374184593,0.09646469394197985,0.7548404161523541,0.04752145953276183,0.7969678087636798,0.04487665318986688,0.8939054428057126,0.02366819091538373
C,linear_svm,0.8997432814149204,0.02275746568955495,0.980875257128349,0.008648335069258845,0.9866615649056014,0.002624304037564724,0.8839583386745252,0.044239697065393976,0.8129165931934403,0.026373329379878067,0.8464431075936188,0.028249531174836584,0.9197354280076635,0.014806488114764508
