condition,model,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,fraud_precision_mean,fraud_precision_std,fraud_recall_mean,fraud_recall_std,fraud_f1_mean,fraud_f1_std,macro_f1_mean,macro_f1_std
B,logistic_regression,0.8855745419899591,0.02280458076582957,0.9833500443564193,0.0048877788239245126,0.9844435075885329,0.0024132451767878565,0.8885729821434156,0.05792356753515064,0.7551401869158878,0.056899439535605605,0.8136638695835247,0.029654110394015408,0.9027728447460017,0.015412110681614796
B,linear_svm,0.9142115068550479,0.021893937472197946,0.9848375317199975,0.004781947228463179,0.9871416526138279,0.0017009160254230237,0.9153088324453078,0.04279359966879899,0.7915887850467289,0.0550353651042339,0.846793342648003,0.02334271495478568,0.9200409441348159,0.012089636726273605
