weight_classic,weight_bert,threshold,pr_auc,roc_auc,fraud_precision,fraud_recall,fraud_f1,confusion_matrix
1.0,0.0,0.42000000000000004,0.8108188060736261,0.9560409167464747,0.6071428571428571,0.794392523364486,0.6882591093117408,"{'tn': 2209, 'fp': 55, 'fn': 22, 'tp': 85}"
0.6000000000000001,0.3999999999999999,0.25,0.8508221203189482,0.9579810772431558,0.5855263157894737,0.8317757009345794,0.6872586872586872,"{'tn': 2201, 'fp': 63, 'fn': 18, 'tp': 89}"
0.5,0.5,0.21000000000000002,0.8507490041150283,0.957960437237872,0.5855263157894737,0.8317757009345794,0.6872586872586872,"{'tn': 2201, 'fp': 63, 'fn': 18, 'tp': 89}"
0.45,0.55,0.19,0.8506656257701694,0.957960437237872,0.5855263157894737,0.8317757009345794,0.6872586872586872,"{'tn': 2201, 'fp': 63, 'fn': 18, 'tp': 89}"
0.8,0.19999999999999996,0.33,0.8463164787841713,0.9578283412040554,0.5855263157894737,0.8317757009345794,0.6872586872586872,"{'tn': 2201, 'fp': 63, 'fn': 18, 'tp': 89}"
0.9,0.09999999999999998,0.77,0.8342565009654476,0.9573247250751296,0.9661016949152542,0.5327102803738317,0.6867469879518072,"{'tn': 2262, 'fp': 2, 'fn': 50, 'tp': 57}"
0.9500000000000001,0.04999999999999993,0.78,0.8239428262914603,0.9567880849377497,0.9661016949152542,0.5327102803738317,0.6867469879518072,"{'tn': 2262, 'fp': 2, 'fn': 50, 'tp': 57}"
0.9500000000000001,0.04999999999999993,0.76,0.8239428262914603,0.9567880849377497,0.9354838709677419,0.5420560747663551,0.6863905325443787,"{'tn': 2260, 'fp': 4, 'fn': 49, 'tp': 58}"
1.0,0.0,0.75,0.8108188060736261,0.9560409167464747,0.9354838709677419,0.5420560747663551,0.6863905325443787,"{'tn': 2260, 'fp': 4, 'fn': 49, 'tp': 58}"
0.4,0.6,0.17,0.8503840688886397,0.9579604372378719,0.5816993464052288,0.8317757009345794,0.6846153846153846,"{'tn': 2200, 'fp': 64, 'fn': 18, 'tp': 89}"
0.6000000000000001,0.3999999999999999,0.85,0.8508221203189482,0.9579810772431558,0.9824561403508771,0.5233644859813084,0.6829268292682927,"{'tn': 2263, 'fp': 1, 'fn': 51, 'tp': 56}"
0.7000000000000001,0.29999999999999993,0.8200000000000001,0.8507393708834945,0.9579810772431558,0.9824561403508771,0.5233644859813084,0.6829268292682927,"{'tn': 2263, 'fp': 1, 'fn': 51, 'tp': 56}"
